#;OrderNumber;OrderDate;Product Name;Warehouse Code;Channel;City;Country;Customer Names;Region Group;ABC_XYZ;RFM;Order Quantity;Unit Price;Line Total;Total Unit Cost;Profit;Margin
6282;SO - 0006093;09.05.2016;Product 13;NXH382;Wholesale;HELSINKI;Finland;New Ltd;Mid Regions;AY;243;11;6177,4;67951,4;5065,468;12231,252;18
6283;SO - 0002072;12.01.2015;Product 13;NXH382;Wholesale;HELSINKI;Finland;Avon Corp;Mid Regions;AY;424;12;2519,2;30230,4;1713,056;9673,728;32
6284;SO - 0006678;18.07.2016;Product 13;NXH382;Distributor;M?laga;Spain;ETUDE Ltd;Top Regions;AY;154;5;2010;10050;1286,4;3618;36
6285;SO - 0007078;05.09.2016;Product 13;NXH382;Distributor;M?laga;Spain;Ei;Top Regions;AY;152;7;241,2;1688,4;202,608;270,144;16
6286;SO - 0003988;31.08.2015;Product 13;NXH382;Wholesale;M?laga;Spain;Ei;Top Regions;AY;332;8;2572,8;20582,4;1183,488;11114,496;54
6287;SO - 0005489;22.02.2016;Product 13;NXH382;Export;M?laga;Spain;Select;Top Regions;AY;245;8;5092;40736;2189,56;23219,52;57
6288;SO - 000411;07.07.2014;Product 13;NXH382;Wholesale;M?laga;Spain;Pure Group;Top Regions;AY;513;9;1802,3;16220,7;1495,909;2757,519;17
6289;SO - 0006038;02.05.2016;Product 13;NXH382;Distributor;M?laga;Spain;S.S.S. Group;Top Regions;AY;241;9;3886;34974;2059,58;16437,78;47
6290;SO - 0003517;06.07.2015;Product 13;NXH382;Export;M?laga;Spain;Pacific Ltd;Top Regions;AY;331;10;1112,2;11122;934,248;1779,52;16
6291;SO - 0005946;25.04.2016;Product 13;NXH382;Distributor;M?laga;Spain;OHTA'S Corp;Top Regions;AY;245;12;2505,8;30069,6;1904,408;7216,704;24
6292;SO - 0006923;15.08.2016;Product 13;NXH382;Wholesale;Bremen;Germany;WakeFern;Top Regions;AY;153;5;3886;19430;2681,34;6023,3;31
6293;SO - 0005906;18.04.2016;Product 13;NXH382;Wholesale;Bremen;Germany;Elorac, Corp;Top Regions;AY;243;6;2217,7;13306,2;1618,921;3592,674;27
6294;SO - 0005503;29.02.2016;Product 13;NXH382;Distributor;Bremen;Germany;Medline;Top Regions;AY;241;6;1011,7;6070,2;435,031;3460,014;57
6295;SO - 0007351;03.10.2016;Product 13;NXH382;Export;Bremen;Germany;O.E. Ltd;Top Regions;AY;155;6;1005;6030;633,15;2231,1;37
6296;SO - 0002704;30.03.2015;Product 13;NXH382;Wholesale;Bremen;Germany;Linde;Top Regions;AY;424;8;1031,8;8254,4;423,038;4870,096;59
6297;SO - 0002616;23.03.2015;Product 13;NXH382;Distributor;Bremen;Germany;E. Ltd;Top Regions;AY;421;9;187,6;1688,4;91,924;861,084;51
6298;SO - 0002811;13.04.2015;Product 13;NXH382;Distributor;Bremen;Germany;Nipro;Top Regions;AY;421;10;254,6;2546;150,214;1043,86;41
6299;SO - 0002896;20.04.2015;Product 13;NXH382;Wholesale;Bremen;Germany;Medsep Group;Top Regions;AY;424;11;2264,6;24910,6;1743,742;5729,438;23
6300;SO - 0001101;22.09.2014;Product 13;NXH382;Wholesale;Sheffield;UK;Elorac, Corp;Top Regions;AY;515;6;3758,7;22552,2;3082,134;4059,396;18
6301;SO - 0001916;29.12.2014;Product 13;NXH382;Wholesale;Sheffield;UK;PEDIFIX, Corp;Top Regions;AY;421;8;1072;8576;589,6;3859,2;45
6302;SO - 000352;30.06.2014;Product 13;FLR025;Wholesale;Sheffield;UK;Elorac, Corp;Top Regions;AY;511;8;2633,1;21064,8;1816,839;6530,088;31
6303;SO - 0002729;06.04.2015;Product 13;FLR025;Distributor;Sheffield;UK;Ohio;Top Regions;AY;424;8;2525,9;20207,2;1995,461;4243,512;21
6304;SO - 0004207;28.09.2015;Product 13;FLR025;Wholesale;Sheffield;UK;Medsep Group;Top Regions;AY;335;9;1882,7;16944,3;1242,582;5761,062;34
6305;SO - 0006314;06.06.2016;Product 13;FLR025;Distributor;Sheffield;UK;Uriel Group;Top Regions;AY;243;9;2010;18090;884,4;10130,4;56
6306;SO - 0003120;18.05.2015;Product 13;NXH382;Distributor;Sheffield;UK;Avon Corp;Top Regions;AY;422;9;1165,8;10492,2;722,796;3987,036;38
6307;SO - 000492;14.07.2014;Product 13;FLR025;Distributor;Sheffield;UK;Qualitest;Top Regions;AY;512;11;261,3;2874,3;133,263;1408,407;49
6308;SO - 0001552;17.11.2014;Product 13;FLR025;Distributor;Sheffield;UK;Prasco Group;Top Regions;AY;515;12;268;3216;195,64;868,32;27
6309;SO - 000135;02.06.2014;Product 13;FLR025;Wholesale;SARAJEVO;Bosnia;WakeFern;Lower Regions;AY;515;5;2566,1;12830,5;1642,304;4618,98;36
6310;SO - 0002906;27.04.2015;Product 13;FLR025;Wholesale;SARAJEVO;Bosnia;OUR Ltd;Lower Regions;AY;425;5;174,2;871;116,714;287,43;33
6311;SO - 000390;30.06.2014;Product 13;FLR025;Distributor;SARAJEVO;Bosnia;Winthrop;Lower Regions;AY;511;5;1721,9;8609,5;1377,52;1721,9;20
6312;SO - 000183;09.06.2014;Product 13;FLR025;Export;SARAJEVO;Bosnia;E. Ltd;Lower Regions;AY;511;5;3195,9;15979,5;1821,663;6871,185;43
6313;SO - 0006688;18.07.2016;Product 13;FLR025;Wholesale;SARAJEVO;Bosnia;21st Ltd;Lower Regions;AY;154;8;201;1608;86,43;916,56;57
6314;SO - 0003509;06.07.2015;Product 13;FLR025;Distributor;SARAJEVO;Bosnia;Nipro;Lower Regions;AY;331;8;2479;19832;1834,46;5156,32;26
6315;SO - 0006874;08.08.2016;Product 13;FLR025;Distributor;SARAJEVO;Bosnia;Medline;Lower Regions;AY;151;10;2693,4;26934;1912,314;7810,86;29
6316;SO - 0007751;14.11.2016;Product 13;FLR025;Distributor;SARAJEVO;Bosnia;Exact-Rx, Corp;Lower Regions;AY;155;10;911,2;9112;382,704;5284,96;58
6317;SO - 0002890;20.04.2015;Product 13;FLR025;Distributor;SARAJEVO;Bosnia;ETUDE Ltd;Lower Regions;AY;424;11;1031,8;11349,8;680,988;3858,932;34
6318;SO - 0004995;04.01.2016;Product 13;FLR025;Wholesale;Duisburg;Germany;Niconovum Corp;Top Regions;AY;245;5;3517,5;17587,5;2778,825;3693,375;21
6319;SO - 0002894;20.04.2015;Product 13;FLR025;Distributor;Duisburg;Germany;OUR Ltd;Top Regions;AY;424;5;1306,5;6532,5;548,73;3788,85;58
6320;SO - 0005926;18.04.2016;Product 13;FLR025;Distributor;Duisburg;Germany;Burt's Corp;Top Regions;AY;243;6;5494;32964;2747;16482;50
6321;SO - 0006218;23.05.2016;Product 13;FLR025;Distributor;Duisburg;Germany;Rochester Ltd;Top Regions;AY;244;7;1078,7;7550,9;474,628;4228,504;56
6322;SO - 0002881;20.04.2015;Product 13;FLR025;Distributor;Duisburg;Germany;PEDIFIX, Corp;Top Regions;AY;424;9;1159,1;10431,9;811,37;3129,57;30
6323;SO - 0003081;11.05.2015;Product 13;FLR025;Distributor;Duisburg;Germany;Ole Group;Top Regions;AY;422;9;931,3;8381,7;512,215;3771,765;45
6324;SO - 0001550;17.11.2014;Product 13;FLR025;Wholesale;Duisburg;Germany;Apollo Ltd;Top Regions;AY;515;10;3966,4;39664;2141,856;18245,44;46
6325;SO - 0003114;18.05.2015;Product 13;FLR025;Wholesale;Duisburg;Germany;Apotheca, Ltd;Top Regions;AY;422;11;254,6;2800,6;206,226;532,114;19
6326;SO - 0001493;10.11.2014;Product 13;FLR025;Distributor;Duisburg;Germany;Exact-Rx, Corp;Top Regions;AY;513;11;1045,2;11497,2;522,6;5748,6;50
6327;SO - 0007407;10.10.2016;Product 13;FLR025;Distributor;Duisburg;Germany;U.S. Ltd;Top Regions;AY;153;12;1889,4;22672,8;963,594;11109,672;49
6328;SO - 0002695;30.03.2015;Product 13;FLR025;Wholesale;Hannover;Germany;Exact-Rx, Corp;Mid Regions;AY;424;5;234,5;1172,5;173,53;304,85;26
6329;SO - 0006903;15.08.2016;Product 13;FLR025;Wholesale;Hannover;Germany;Apotheca, Ltd;Mid Regions;AY;153;5;917,9;4589,5;743,499;872,005;19
6330;SO - 0005879;11.04.2016;Product 13;FLR025;Wholesale;Hannover;Germany;Llorens Ltd;Mid Regions;AY;242;6;227,8;1366,8;109,344;710,736;52
6331;SO - 0003142;18.05.2015;Product 13;FLR025;Wholesale;Hannover;Germany;Exact-Rx, Corp;Mid Regions;AY;422;7;2271,3;15899,1;1635,336;4451,748;28
6332;SO - 0003930;24.08.2015;Product 13;FLR025;Wholesale;Hannover;Germany;Medline;Mid Regions;AY;331;7;1983,2;13882,4;1427,904;3887,072;28
6333;SO - 000469;14.07.2014;Product 13;FLR025;Wholesale;Hannover;Germany;Ei;Mid Regions;AY;512;8;2512,5;20100;2060,25;3618;18
6334;SO - 0007157;12.09.2016;Product 13;FLR025;Wholesale;Hannover;Germany;ETUDE Ltd;Mid Regions;AY;153;8;2686,7;21493,6;1155,281;12251,352;57
6335;SO - 0007246;19.09.2016;Product 13;FLR025;Wholesale;Hannover;Germany;Capweld;Mid Regions;AY;155;8;221,1;1768,8;119,394;813,648;46
6336;SO - 0007626;31.10.2016;Product 13;FLR025;Wholesale;Hannover;Germany;Medsep Group;Mid Regions;AY;154;8;2311,5;18492;1525,59;6287,28;34
6337;SO - 000688;04.08.2014;Product 13;FLR025;Export;Hannover;Germany;Ei;Mid Regions;AY;515;10;2264,6;22646;1834,326;4302,74;19
6338;SO - 000551;21.07.2014;Product 13;FLR025;Wholesale;Mykolaiv;Ukraine;Select;Top Regions;AY;515;6;2653,2;15919,2;2016,432;3820,608;24
6339;SO - 0004229;28.09.2015;Product 13;FLR025;Wholesale;Mykolaiv;Ukraine;Ohio;Top Regions;AY;335;6;1916,2;11497,2;1207,206;4253,964;37
6340;SO - 0005484;22.02.2016;Product 13;FLR025;Distributor;Mykolaiv;Ukraine;Prasco Group;Top Regions;AY;245;6;3926,2;23557,2;1845,314;12485,316;53
6341;SO - 0006609;11.07.2016;Product 13;FLR025;Distributor;Mykolaiv;Ukraine;OUR Ltd;Top Regions;AY;153;7;2566,1;17962,7;1103,423;10238,739;57
6342;SO - 0006855;08.08.2016;Product 13;FLR025;Wholesale;Mykolaiv;Ukraine;Mylan Corp;Top Regions;AY;151;9;958,1;8622,9;814,385;1293,435;15
6343;SO - 0001939;01.01.2015;Product 13;FLR025;Wholesale;Mykolaiv;Ukraine;ETUDE Ltd;Top Regions;AY;422;10;2010;20100;924,6;10854;54
6344;SO - 0002440;23.02.2015;Product 13;FLR025;Wholesale;Mykolaiv;Ukraine;Eminence Corp;Top Regions;AY;424;11;3859,2;42451,2;3241,728;6792,192;16
6345;SO - 0004708;30.11.2015;Product 13;FLR025;Wholesale;Mykolaiv;Ukraine;Medsep Group;Top Regions;AY;334;11;5728,5;63013,5;3207,96;27725,94;44
6346;SO - 0006009;25.04.2016;Product 13;FLR025;Wholesale;Mykolaiv;Ukraine;Uriel Group;Top Regions;AY;245;11;2860,9;31469,9;2288,72;6293,98;20
6347;SO - 0006306;30.05.2016;Product 13;FLR025;Wholesale;Mykolaiv;Ukraine;Ohio;Top Regions;AY;245;11;207,7;2284,7;89,311;1302,279;57
6348;SO - 0006705;18.07.2016;Product 13;FLR025;Distributor;Mykolaiv;Ukraine;S.S.S. Group;Top Regions;AY;154;11;1051,9;11570,9;568,026;5322,614;46
6349;SO - 000334;23.06.2014;Product 13;FLR025;Export;Mykolaiv;Ukraine;Rochester Ltd;Top Regions;AY;512;11;2586,2;28448,2;1629,306;10525,834;37
6350;SO - 000279;16.06.2014;Product 13;FLR025;Wholesale;Mykolaiv;Ukraine;Uriel Group;Top Regions;AY;512;12;1092,1;13105,2;589,734;6028,392;46
6351;SO - 0004182;21.09.2015;Product 13;FLR025;Wholesale;OSLO;Norway;WakeFern;Top Regions;AY;334;5;1869,3;9346,5;1495,44;1869,3;20
6352;SO - 000719;11.08.2014;Product 13;FLR025;Distributor;OSLO;Norway;Victory Ltd;Top Regions;AY;514;5;3999,9;19999,5;3039,924;4799,88;24
6353;SO - 0005638;14.03.2016;Product 13;FLR025;Distributor;OSLO;Norway;Linde;Top Regions;AY;241;5;2613;13065;1045,2;7839;60
6354;SO - 000852;25.08.2014;Product 13;FLR025;Wholesale;OSLO;Norway;Qualitest;Top Regions;AY;514;6;3564,4;21386,4;1497,048;12404,112;58
6355;SO - 0002254;02.02.2015;Product 13;FLR025;Wholesale;OSLO;Norway;Ole Group;Top Regions;AY;422;6;2539,3;15235,8;1193,471;8074,974;53
6356;SO - 0002812;13.04.2015;Product 13;FLR025;Wholesale;OSLO;Norway;Mylan Corp;Top Regions;AY;421;6;3149;18894;1322,58;10958,52;58
6357;SO - 0002990;04.05.2015;Product 13;FLR025;Export;OSLO;Norway;New Ltd;Top Regions;AY;423;6;5628;33768;4558,68;6415,92;19
6358;SO - 0005608;14.03.2016;Product 13;FLR025;Wholesale;OSLO;Norway;OHTA'S Corp;Top Regions;AY;241;8;5654,8;45238,4;3166,688;19904,896;44
6359;SO - 0003310;08.06.2015;Product 13;FLR025;Distributor;OSLO;Norway;Eminence Corp;Top Regions;AY;425;10;1038,5;10385;529,635;5088,65;49
6360;SO - 0004847;14.12.2015;Product 13;FLR025;Wholesale;OSLO;Norway;Ohio;Top Regions;AY;333;11;864,3;9507,3;475,365;4278,285;45
6361;SO - 0002579;16.03.2015;Product 13;FLR025;Distributor;OSLO;Norway;Dharma Ltd;Top Regions;AY;422;11;917,9;10096,9;559,919;3937,791;39
6362;SO - 0004394;19.10.2015;Product 13;FLR025;Distributor;OSLO;Norway;WakeFern;Top Regions;AY;333;12;998,3;11979,6;399,32;7187,76;60
6363;SO - 0001277;20.10.2014;Product 13;FLR025;Distributor;KOBENHAVN (Copenhagen);Denmark;Fenwal, Corp;Top Regions;AY;513;5;1159,1;5795,5;985,235;869,325;15
6364;SO - 0005862;11.04.2016;Product 13;FLR025;Distributor;KOBENHAVN (Copenhagen);Denmark;Weimei Corp;Top Regions;AY;242;5;2921,2;14606;2366,172;2775,14;19
6365;SO - 0007201;19.09.2016;Product 13;FLR025;Distributor;KOBENHAVN (Copenhagen);Denmark;Winthrop;Top Regions;AY;155;5;3959,7;19798,5;2296,626;8315,37;42
6366;SO - 0004520;09.11.2015;Product 13;FLR025;Distributor;KOBENHAVN (Copenhagen);Denmark;Trigen;Top Regions;AY;334;7;3892,7;27248,9;3230,941;4632,313;17
6367;SO - 000557;21.07.2014;Product 13;FLR025;Wholesale;KOBENHAVN (Copenhagen);Denmark;E. Ltd;Top Regions;AY;515;8;241,2;1929,6;144,72;771,84;40
6368;SO - 000134;02.06.2014;Product 13;FLR025;Distributor;KOBENHAVN (Copenhagen);Denmark;Llorens Ltd;Top Regions;AY;515;8;6083,6;48668,8;3832,668;18007,456;37
6369;SO - 0005200;25.01.2016;Product 13;FLR025;Distributor;KOBENHAVN (Copenhagen);Denmark;Apotheca, Ltd;Top Regions;AY;244;9;1969,8;17728,2;886,41;9750,51;55
6370;SO - 0002537;09.03.2015;Product 13;FLR025;Wholesale;KOBENHAVN (Copenhagen);Denmark;Eminence Corp;Top Regions;AY;421;10;3577,8;35778;2003,568;15742,32;44
6371;SO - 0003615;20.07.2015;Product 13;FLR025;Wholesale;KOBENHAVN (Copenhagen);Denmark;Nipro;Top Regions;AY;334;10;917,9;9179;761,857;1560,43;17
6372;SO - 0007668;07.11.2016;Product 13;FLR025;Wholesale;KOBENHAVN (Copenhagen);Denmark;ETUDE Ltd;Top Regions;AY;152;11;3959,7;43556,7;2138,238;20036,082;46
6373;SO - 0002243;02.02.2015;Product 13;FLR025;Distributor;KOBENHAVN (Copenhagen);Denmark;Amylin Group;Top Regions;AY;422;11;3363,4;36997,4;2354,38;11099,22;30
6374;SO - 0006714;18.07.2016;Product 13;FLR025;Distributor;KOBENHAVN (Copenhagen);Denmark;Medline;Top Regions;AY;154;11;830,8;9138,8;548,328;3107,192;34
6375;SO - 0001123;22.09.2014;Product 13;FLR025;Distributor;KOBENHAVN (Copenhagen);Denmark;Fenwal, Corp;Top Regions;AY;515;12;3932,9;47194,8;2477,727;17462,076;37
6376;SO - 0001625;24.11.2014;Product 13;FLR025;Distributor;KOBENHAVN (Copenhagen);Denmark;Niconovum Corp;Top Regions;AY;515;12;2010;24120;1688,4;3859,2;16
6377;SO - 0002825;13.04.2015;Product 10;AXW291;Wholesale;LONDON;UK;Niconovum Corp;Lower Regions;BZ;421;5;3175,8;15879;1905,48;6351,6;40
6378;SO - 0006514;27.06.2016;Product 10;AXW291;Wholesale;LONDON;UK;O.E. Ltd;Lower Regions;BZ;242;10;1078,7;10787;431,48;6472,2;60
6379;SO - 0006403;13.06.2016;Product 10;AXW291;Distributor;BERLIN;Germany;PEDIFIX, Corp;Lower Regions;BZ;242;5;1333,3;6666,5;986,642;1733,29;26
6380;SO - 0001310;20.10.2014;Product 10;AXW291;Wholesale;BERLIN;Germany;Ole Group;Lower Regions;BZ;513;7;737;5159;626,45;773,85;15
6381;SO - 0005254;01.02.2016;Product 10;AXW291;Wholesale;MADRID;Spain;Amylin Group;Top Regions;BZ;241;6;1969,8;11818,8;1181,88;4727,52;40
6382;SO - 0005566;07.03.2016;Product 10;AXW291;Distributor;ROMA;Italy;Avon Corp;Top Regions;BZ;242;8;174,2;1393,6;142,844;250,848;18
6383;SO - 0002105;12.01.2015;Product 10;AXW291;Wholesale;KIEV;Ukraine;Ohio;Top Regions;BZ;424;5;3932,9;19664,5;1769,805;10815,475;55
6384;SO - 0004054;07.09.2015;Product 10;AXW291;Export;KIEV;Ukraine;Exact-Rx, Corp;Top Regions;BZ;332;5;1085,4;5427;738,072;1736,64;32
6385;SO - 0001969;01.01.2015;Product 10;AXW291;Export;KIEV;Ukraine;Select;Top Regions;BZ;422;6;2586,2;15517,2;1034,48;9310,32;60
6386;SO - 0002865;20.04.2015;Product 10;AXW291;Export;KIEV;Ukraine;ETUDE Ltd;Top Regions;BZ;424;10;2324,9;23249;1441,438;8834,62;38
6387;SO - 0006106;09.05.2016;Product 10;AXW291;Wholesale;PARIS;France;Burt's Corp;Top Regions;BZ;243;9;3886;34974;2059,58;16437,78;47
6388;SO - 0003827;10.08.2015;Product 10;AXW291;Export;PARIS;France;Exact-Rx, Corp;Top Regions;BZ;333;10;2613;26130;1332,63;12803,7;49
6389;SO - 0006347;06.06.2016;Product 10;AXW291;Export;BUCURESTI (Bucharest);Romania;Eminence Corp;Lower Regions;BZ;243;11;1125,6;12381,6;529,032;6562,248;53
6390;SO - 0007988;19.12.2016;Product 10;AXW291;Wholesale;BUDAPEST;Hungary;Weimei Corp;Mid Regions;BZ;153;5;221,1;1105,5;145,926;375,87;34
6391;SO - 0005206;25.01.2016;Product 10;AXW291;Wholesale;BUDAPEST;Hungary;Exact-Rx, Corp;Mid Regions;BZ;244;7;5038,4;35268,8;2418,432;18339,776;52
6392;SO - 0007301;26.09.2016;Product 10;AXW291;Wholesale;BUDAPEST;Hungary;Nipro;Mid Regions;BZ;153;11;207,7;2284,7;85,157;1347,973;59
6393;SO - 0008010;19.12.2016;Product 10;AXW291;Wholesale;Hamburg;Germany;O.E. Ltd;Top Regions;BZ;153;5;3912,8;19564;2856,344;5282,28;27
6394;SO - 0004289;05.10.2015;Product 10;AXW291;Wholesale;Hamburg;Germany;Exact-Rx, Corp;Top Regions;BZ;334;8;2626,4;21011,2;1391,992;9875,264;47
6395;SO - 0002557;16.03.2015;Product 10;AXW291;Distributor;Hamburg;Germany;ETUDE Ltd;Top Regions;BZ;422;8;4006,6;32052,8;1843,036;17308,512;54
6396;SO - 0001906;29.12.2014;Product 10;AXW291;Wholesale;Hamburg;Germany;Pure Group;Top Regions;BZ;421;11;1293,1;14224,1;1021,549;2987,061;21
6397;SO - 0007093;05.09.2016;Product 10;AXW291;Wholesale;Hamburg;Germany;Select;Top Regions;BZ;152;12;241,2;2894,4;120,6;1447,2;50
6398;SO - 000529;21.07.2014;Product 10;AXW291;Export;MINSK;Belarus;Ohio;Lower Regions;BZ;515;10;3966,4;39664;2776,48;11899,2;30
6399;SO - 0004224;28.09.2015;Product 10;AXW291;Distributor;WARSZAWA (Warsaw);Poland;PEDIFIX, Corp;Mid Regions;BZ;335;7;3872,6;27108,2;3059,354;5692,722;21
6400;SO - 0007853;28.11.2016;Product 10;AXW291;Distributor;BEOGRAD (Belgrade);Serbia;Bare;Top Regions;BZ;151;8;1018,4;8147,2;448,096;4562,432;56
6401;SO - 0003518;06.07.2015;Product 10;AXW291;Wholesale;WIEN (Vienna);Austria;Medline;Lower Regions;BZ;331;5;247,9;1239,5;146,261;508,195;41
6402;SO - 0006548;04.07.2016;Product 10;AXW291;Distributor;WIEN (Vienna);Austria;Avon Corp;Lower Regions;BZ;154;8;180,9;1447,2;148,338;260,496;18
6403;SO - 0007563;31.10.2016;Product 10;AXW291;Export;WIEN (Vienna);Austria;Elorac, Corp;Lower Regions;BZ;154;12;2639,8;31677,6;1293,502;16155,576;51
6404;SO - 0007865;28.11.2016;Product 10;AXW291;Wholesale;Barcelona;Spain;Nipro;Top Regions;BZ;151;8;2894,4;23155,2;2373,408;4167,936;18
6405;SO - 0001841;22.12.2014;Product 10;AXW291;Export;Barcelona;Spain;Uriel Group;Top Regions;BZ;425;8;3805,6;30444,8;1598,352;17657,984;58
6406;SO - 0001270;13.10.2014;Product 10;AXW291;Wholesale;Milano (Milan);Italy;Medline;Top Regions;BZ;511;12;1085,4;13024,8;477,576;7293,888;56
6407;SO - 000967;08.09.2014;Product 10;AXW291;Wholesale;PRAHA (Prague);Czech Republic;Dharma Ltd;Top Regions;BZ;512;8;2412;19296;1447,2;7718,4;40
6408;SO - 0002808;13.04.2015;Product 10;AXW291;Wholesale;PRAHA (Prague);Czech Republic;Rochester Ltd;Top Regions;BZ;421;9;991,6;8924,4;694,12;2677,32;30
6409;SO - 0001594;24.11.2014;Product 10;AXW291;Wholesale;SOFIA;Bulgaria;Winthrop;Top Regions;BZ;515;8;167,5;1340;73,7;750,4;56
6410;SO - 0002362;16.02.2015;Product 10;AXW291;Wholesale;SOFIA;Bulgaria;Prasco Group;Top Regions;BZ;421;8;3919,5;31356;3292,38;5016,96;16
6411;SO - 0001570;17.11.2014;Product 10;AXW291;Distributor;SOFIA;Bulgaria;PEDIFIX, Corp;Top Regions;BZ;515;8;3912,8;31302,4;1956,4;15651,2;50
6412;SO - 0005106;11.01.2016;Product 10;AXW291;Export;Dnepropetrovsk;Ukraine;21st Ltd;Lower Regions;BZ;245;10;2680;26800;1795,6;8844;33
6413;SO - 0007300;26.09.2016;Product 10;AXW291;Wholesale;Dnepropetrovsk;Ukraine;Mylan Corp;Lower Regions;BZ;153;12;2539,3;30471,6;1244,257;15540,516;51
6414;SO - 0007922;05.12.2016;Product 10;AXW291;Wholesale;Dnepropetrovsk;Ukraine;Medline;Lower Regions;BZ;155;12;1078,7;12944,4;744,303;4012,764;31
6415;SO - 0002075;12.01.2015;Product 10;AXW291;Distributor;Donetsk;Ukraine;Wuxi Group;Mid Regions;BZ;424;5;991,6;4958;743,7;1239,5;25
6416;SO - 0001470;10.11.2014;Product 10;AXW291;Distributor;Donetsk;Ukraine;E. Ltd;Mid Regions;BZ;513;9;958,1;8622,9;785,642;1552,122;18
6417;SO - 0001679;01.12.2014;Product 10;AXW291;Export;Napoli (Naples);Italy;Dharma Ltd;Top Regions;BZ;513;11;1829,1;20120,1;859,677;10663,653;53
6418;SO - 0003663;20.07.2015;Product 10;AXW291;Wholesale;Birmingham;UK;WakeFern;Top Regions;BZ;334;5;871;4355;435,5;2177,5;50
6419;SO - 0001668;01.12.2014;Product 10;AXW291;Wholesale;Birmingham;UK;Llorens Ltd;Top Regions;BZ;513;8;5621,3;44970,4;3541,419;16639,048;37
6420;SO - 000234;16.06.2014;Product 10;AXW291;Distributor;Odessa;Ukraine;Medsep Group;Top Regions;BZ;512;5;1018,4;5092;631,408;1934,96;38
6421;SO - 0007538;24.10.2016;Product 10;AXW291;Wholesale;Odessa;Ukraine;Eminence Corp;Top Regions;BZ;152;6;2566,1;15396,6;1950,236;3695,184;24
6422;SO - 0006037;02.05.2016;Product 10;AXW291;Distributor;Odessa;Ukraine;Select;Top Regions;BZ;241;7;5607,9;39255,3;4149,846;10206,378;26
6423;SO - 0005242;01.02.2016;Product 10;AXW291;Wholesale;Odessa;Ukraine;OHTA'S Corp;Top Regions;BZ;241;8;214,4;1715,2;96,48;943,36;55
6424;SO - 0006725;18.07.2016;Product 10;AXW291;Distributor;Odessa;Ukraine;Medline;Top Regions;BZ;154;9;2458,9;22130,1;1180,272;11507,652;52
6425;SO - 0005749;28.03.2016;Product 10;AXW291;Export;Odessa;Ukraine;OUR Ltd;Top Regions;BZ;244;11;1005;11055;643,2;3979,8;36
6426;SO - 0006041;02.05.2016;Product 10;AXW291;Wholesale;Odessa;Ukraine;E. Ltd;Top Regions;BZ;241;12;991,6;11899,2;505,716;5830,608;49
6427;SO - 0003385;15.06.2015;Product 10;AXW291;Wholesale;K?ln (Cologne);Germany;Exact-Rx, Corp;Top Regions;BZ;332;7;1246,2;8723,4;934,65;2180,85;25
6428;SO - 0002011;05.01.2015;Product 10;AXW291;Wholesale;K?ln (Cologne);Germany;Amylin Group;Top Regions;BZ;425;9;1025,1;9225,9;512,55;4612,95;50
6429;SO - 0002646;23.03.2015;Product 10;AXW291;Wholesale;K?ln (Cologne);Germany;OHTA'S Corp;Top Regions;BZ;421;11;2345;25795;1618,05;7996,45;31
6430;SO - 0005221;25.01.2016;Product 10;AXW291;Wholesale;K?ln (Cologne);Germany;Elorac, Corp;Top Regions;BZ;244;11;1748,7;19235,7;699,48;11541,42;60
6431;SO - 0006084;09.05.2016;Product 10;AXW291;Wholesale;Torino (Turin);Italy;Select;Mid Regions;BZ;243;5;1742;8710;1463,28;1393,6;16
6432;SO - 0004565;16.11.2015;Product 10;AXW291;Distributor;Torino (Turin);Italy;Qualitest;Mid Regions;BZ;335;6;1715,2;10291,2;1183,488;3190,272;31
6433;SO - 0006120;16.05.2016;Product 10;AXW291;Distributor;Torino (Turin);Italy;Burt's Corp;Mid Regions;BZ;245;11;2391,9;26310,9;1530,816;9471,924;36
6434;SO - 0003255;01.06.2015;Product 10;AXW291;Wholesale;ZAGREB;Croatia;Select;Top Regions;BZ;425;5;911,2;4556;756,296;774,52;17
6435;SO - 0006681;18.07.2016;Product 10;AXW291;Wholesale;ZAGREB;Croatia;U.S. Ltd;Top Regions;BZ;154;10;5942,9;59429;4754,32;11885,8;20
6436;SO - 0001276;13.10.2014;Product 10;AXW291;Distributor;Zaporozhye;Ukraine;Avon Corp;Top Regions;BZ;511;5;1005;5025;683,4;1608;32
6437;SO - 0002816;13.04.2015;Product 10;AXW291;Distributor;Zaporozhye;Ukraine;Pacific Ltd;Top Regions;BZ;421;8;871;6968;383,24;3902,08;56
6438;SO - 0005960;25.04.2016;Product 10;AXW291;Distributor;Zaporozhye;Ukraine;Medline;Top Regions;BZ;245;10;2539,3;25393;1498,187;10411,13;41
6439;SO - 0004610;16.11.2015;Product 10;AXW291;Export;L?dz;Poland;Exact-Rx, Corp;Mid Regions;BZ;335;7;3852,5;26967,5;3197,575;4584,475;17
6440;SO - 0001262;13.10.2014;Product 10;AXW291;Export;L?dz;Poland;Fenwal, Corp;Mid Regions;BZ;511;10;1118,9;11189;525,883;5930,17;53
6441;SO - 0007590;31.10.2016;Product 10;AXW291;Wholesale;L?dz;Poland;Burt's Corp;Mid Regions;BZ;154;12;3886;46632;1904,14;23782,32;51
